External_ID,Name,Account_r.Account__c,Apt_Location__r.Apt_Location__c,Rent__c,Occupied__c,Bedrooms__c,Amenities__c,Available_Date__c,CreatedDate,LastModifiedDate
a03oB000000G3o4QAC,Unit 1383 - Madison Park,,a00oB000000mSNjQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3o5QAC,Unit 1384 - Financial District,001oB00000JcW2DQAV,a00oB000000mSNDQA2,4800,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3o6QAC,Unit 1385 - Irvington,,a00oB000000mSNTQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3o7QAC,Unit 1386 - Ballard,001oB00000JcW2UQAV,a00oB000000mSNaQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3o8QAC,Unit 1387 - Financial District,,a00oB000000mSNDQA2,5400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3o9QAC,Unit 1388 - Alberta Arts District,001oB00000JcW0RQAV,a00oB000000mSNKQA2,2400,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oAQAS,Unit 1389 - Belltown,,a00oB000000mSNgQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oBQAS,Unit 1390 - Financial District,001oB00000JcW2GQAV,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oCQAS,Unit 1391 - Sellwood,,a00oB000000mSNQQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oDQAS,Unit 1392 - West Seattle,001oB00000JcW2RQAV,a00oB000000mSNmQAM,2900,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oEQAS,Unit 1393 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oFQAS,Unit 1394 - Foster-Powell,001oB00000JcVzTQAV,a00oB000000mSNWQA2,3550,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oGQAS,Unit 1395 - University District,,a00oB000000mSNdQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oHQAS,Unit 1396 - Financial District,001oB00000JcW2JQAV,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oIQAS,Unit 1397 - Mississippi Avenue,,a00oB000000mSNNQA2,3350,FALSE,3,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oJQAS,Unit 1398 - Madison Park,001oB00000JcW2OQAV,a00oB000000mSNjQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oKQAS,Unit 1399 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oLQAS,Unit 1400 - Irvington,001oB00000JcW2KQAV,a00oB000000mSNTQA2,1800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oMQAS,Unit 1401 - Ballard,,a00oB000000mSNaQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oNQAS,Unit 1402 - Financial District,001oB00000JcW2MQAV,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oOQAS,Unit 1403 - Alberta Arts District,,a00oB000000mSNKQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oPQAS,Unit 1404 - Belltown,001oB00000JcW2IQAV,a00oB000000mSNgQAM,3800,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oQQAS,Unit 1405 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oRQAS,Unit 1406 - Sellwood,001oB00000JcW0pQAF,a00oB000000mSNQQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oSQAS,Unit 1407 - West Seattle,,a00oB000000mSNmQAM,4400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oTQAS,Unit 1408 - Financial District,001oB00000JcW2PQAV,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oUQAS,Unit 1409 - Foster-Powell,,a00oB000000mSNWQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oVQAS,Unit 1410 - University District,001oB00000JcW2FQAV,a00oB000000mSNdQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oWQAS,Unit 1411 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oXQAS,Unit 1412 - Mississippi Avenue,001oB00000JcW0CQAV,a00oB000000mSNNQA2,2400,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oYQAS,Unit 1413 - Madison Park,,a00oB000000mSNjQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oZQAS,Unit 1414 - Financial District,001oB00000JcW2SQAV,a00oB000000mSNDQA2,5150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oaQAC,Unit 1415 - Irvington,,a00oB000000mSNTQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3obQAC,Unit 1416 - Ballard,001oB00000JcW2CQAV,a00oB000000mSNaQAM,2200,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ocQAC,Unit 1417 - Financial District,,a00oB000000mSNDQA2,4950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3odQAC,Unit 1418 - Alberta Arts District,001oB00000JcW2NQAV,a00oB000000mSNKQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oeQAC,Unit 1419 - Belltown,,a00oB000000mSNgQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ofQAC,Unit 1420 - Financial District,001oB00000JcW2VQAV,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ogQAC,Unit 1421 - Sellwood,,a00oB000000mSNQQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ohQAC,Unit 1422 - West Seattle,001oB00000JcW29QAF,a00oB000000mSNmQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oiQAC,Unit 1423 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ojQAC,Unit 1424 - Foster-Powell,001oB00000JcW5EQAV,a00oB000000mSNWQA2,3200,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3okQAC,Unit 1425 - University District,,a00oB000000mSNdQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3olQAC,Unit 1426 - Financial District,001oB00000JcW2YQAV,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3omQAC,Unit 1427 - Mississippi Avenue,,a00oB000000mSNNQA2,3800,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3onQAC,Unit 1428 - Madison Park,001oB00000JcW26QAF,a00oB000000mSNjQAM,2900,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ooQAC,Unit 1429 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3opQAC,Unit 1430 - Irvington,001oB00000JcW33QAF,a00oB000000mSNTQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oqQAC,Unit 1431 - Ballard,,a00oB000000mSNaQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3orQAC,Unit 1432 - Financial District,001oB00000JcW2bQAF,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3osQAC,Unit 1433 - Alberta Arts District,,a00oB000000mSNKQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3otQAC,Unit 1434 - Belltown,001oB00000JcW23QAF,a00oB000000mSNgQAM,4150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ouQAC,Unit 1435 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ovQAC,Unit 1436 - Sellwood,001oB00000JcW2QQAV,a00oB000000mSNQQA2,1800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3owQAC,Unit 1437 - West Seattle,,a00oB000000mSNmQAM,3950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oxQAC,Unit 1438 - Financial District,001oB00000JcW2eQAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3oyQAC,Unit 1439 - Foster-Powell,,a00oB000000mSNWQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ozQAC,Unit 1440 - University District,001oB00000JcW20QAF,a00oB000000mSNdQAM,2200,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p0QAC,Unit 1441 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p1QAC,Unit 1442 - Mississippi Avenue,001oB00000JcW4kQAF,a00oB000000mSNNQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p2QAC,Unit 1443 - Madison Park,,a00oB000000mSNjQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p3QAC,Unit 1444 - Financial District,001oB00000JcW2hQAF,a00oB000000mSNDQA2,4800,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p4QAC,Unit 1445 - Irvington,,a00oB000000mSNTQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p5QAC,Unit 1446 - Ballard,001oB00000JcW1xQAF,a00oB000000mSNaQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p6QAC,Unit 1447 - Financial District,,a00oB000000mSNDQA2,5400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p7QAC,Unit 1448 - Alberta Arts District,001oB00000JcVz8QAF,a00oB000000mSNKQA2,2400,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p8QAC,Unit 1449 - Belltown,,a00oB000000mSNgQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3p9QAC,Unit 1450 - Financial District,001oB00000JcW2kQAF,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pAQAS,Unit 1451 - Sellwood,,a00oB000000mSNQQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pBQAS,Unit 1452 - West Seattle,001oB00000JcW1uQAF,a00oB000000mSNmQAM,2900,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pCQAS,Unit 1453 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pDQAS,Unit 1454 - Foster-Powell,001oB00000JcW2TQAV,a00oB000000mSNWQA2,3550,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pEQAS,Unit 1455 - University District,,a00oB000000mSNdQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pFQAS,Unit 1456 - Financial District,001oB00000JcW2nQAF,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pGQAS,Unit 1457 - Mississippi Avenue,,a00oB000000mSNNQA2,3350,FALSE,3,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pHQAS,Unit 1458 - Madison Park,001oB00000JcW1rQAF,a00oB000000mSNjQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pIQAS,Unit 1459 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pJQAS,Unit 1460 - Irvington,001oB00000JcW1AQAV,a00oB000000mSNTQA2,1800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pKQAS,Unit 1461 - Ballard,,a00oB000000mSNaQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pLQAS,Unit 1462 - Financial District,001oB00000JcW2qQAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pMQAS,Unit 1463 - Alberta Arts District,,a00oB000000mSNKQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pNQAS,Unit 1464 - Belltown,001oB00000JcW1oQAF,a00oB000000mSNgQAM,3800,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pOQAS,Unit 1465 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pPQAS,Unit 1466 - Sellwood,001oB00000JcW0FQAV,a00oB000000mSNQQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pQQAS,Unit 1467 - West Seattle,,a00oB000000mSNmQAM,4400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pRQAS,Unit 1468 - Financial District,001oB00000JcW2tQAF,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pSQAS,Unit 1469 - Foster-Powell,,a00oB000000mSNWQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pTQAS,Unit 1470 - University District,001oB00000JcW1lQAF,a00oB000000mSNdQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pUQAS,Unit 1471 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pVQAS,Unit 1472 - Mississippi Avenue,001oB00000JcW2WQAV,a00oB000000mSNNQA2,2400,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pWQAS,Unit 1473 - Madison Park,,a00oB000000mSNjQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pXQAS,Unit 1474 - Financial District,001oB00000JcW2wQAF,a00oB000000mSNDQA2,5150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pYQAS,Unit 1475 - Irvington,,a00oB000000mSNTQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pZQAS,Unit 1476 - Ballard,001oB00000JcW1iQAF,a00oB000000mSNaQAM,2200,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3paQAC,Unit 1477 - Financial District,,a00oB000000mSNDQA2,4950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pbQAC,Unit 1478 - Alberta Arts District,001oB00000JcW5HQAV,a00oB000000mSNKQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pcQAC,Unit 1479 - Belltown,,a00oB000000mSNgQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pdQAC,Unit 1480 - Financial District,001oB00000JcW2zQAF,a00oB000000mSNDQA2,2800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3peQAC,Unit 1481 - Sellwood,,a00oB000000mSNQQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pfQAC,Unit 1482 - West Seattle,001oB00000JcW1fQAF,a00oB000000mSNmQAM,3250,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pgQAC,Unit 1483 - Financial District,,a00oB000000mSNDQA2,3400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3phQAC,Unit 1484 - Foster-Powell,001oB00000JcW30QAF,a00oB000000mSNWQA2,3200,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3piQAC,Unit 1485 - University District,,a00oB000000mSNdQAM,3050,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pjQAC,Unit 1486 - Financial District,001oB00000JcW32QAF,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pkQAC,Unit 1487 - Mississippi Avenue,,a00oB000000mSNNQA2,3800,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3plQAC,Unit 1488 - Madison Park,001oB00000JcW1cQAF,a00oB000000mSNjQAM,2900,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pmQAC,Unit 1489 - Financial District,,a00oB000000mSNDQA2,2950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pnQAC,Unit 1490 - Irvington,001oB00000JcW2ZQAV,a00oB000000mSNTQA2,2150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3poQAC,Unit 1491 - Ballard,,a00oB000000mSNaQAM,3500,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ppQAC,Unit 1492 - Financial District,001oB00000JcW35QAF,a00oB000000mSNDQA2,3600,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pqQAC,Unit 1493 - Alberta Arts District,,a00oB000000mSNKQA2,1950,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3prQAC,Unit 1494 - Belltown,001oB00000JcW1ZQAV,a00oB000000mSNgQAM,4150,TRUE,3,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3psQAC,Unit 1495 - Financial District,,a00oB000000mSNDQA2,4200,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3ptQAC,Unit 1496 - Sellwood,001oB00000JcW4SQAV,a00oB000000mSNQQA2,1800,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3puQAC,Unit 1497 - West Seattle,,a00oB000000mSNmQAM,3950,FALSE,3,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pvQAC,Unit 1498 - Financial District,001oB00000JcW38QAF,a00oB000000mSNDQA2,3950,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pwQAC,Unit 1499 - Foster-Powell,,a00oB000000mSNWQA2,2400,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pxQAC,Unit 1500 - University District,001oB00000JcW1WQAV,a00oB000000mSNdQAM,2200,TRUE,1,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pyQAC,Unit 1501 - Financial District,,a00oB000000mSNDQA2,3750,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3pzQAC,Unit 1502 - Mississippi Avenue,001oB00000JcW2xQAF,a00oB000000mSNNQA2,2750,TRUE,2,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q0QAC,Unit 1503 - Madison Park,,a00oB000000mSNjQAM,2800,FALSE,1,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q1QAC,Unit 1504 - Financial District,001oB00000JcW3BQAV,a00oB000000mSNDQA2,4800,TRUE,3,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q2QAC,Unit 1505 - Irvington,,a00oB000000mSNTQA2,2550,FALSE,2,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q3QAC,Unit 1506 - Ballard,001oB00000JcW1TQAV,a00oB000000mSNaQAM,2550,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q4QAC,Unit 1507 - Financial District,,a00oB000000mSNDQA2,5400,FALSE,3,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q5QAC,Unit 1508 - Alberta Arts District,001oB00000JcW2cQAF,a00oB000000mSNKQA2,2400,TRUE,2,,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q6QAC,Unit 1509 - Belltown,,a00oB000000mSNgQAM,2350,FALSE,1,Washer/Dryer,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q7QAC,Unit 1510 - Financial District,001oB00000JcW3EQAV,a00oB000000mSNDQA2,3150,TRUE,1,Hardwood Floors;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
a03oB000000G3q8QAC,Unit 1511 - Sellwood,,a00oB000000mSNQQA2,3000,FALSE,2,Patio;Washer/Dryer;Fitness Center,,2026-02-20T20:35:10.000+0000,2026-02-20T20:35:10.000+0000
